-0.69109 37.63619    -0.00
-0.69105 37.63626    -0.00
-0.69104 37.63628    -0.00
-0.69101 37.63630    -0.00
-0.69099 37.63632    -0.00
-0.69096 37.63634    -0.00
-0.69094 37.63635    -0.00
-0.69092 37.63637    -0.00
-0.69090 37.63639    -0.00
-0.69089 37.63641    -0.00
-0.69087 37.63642    -0.00
-0.69084 37.63644    -0.00
-0.69080 37.63645    -0.00
-0.69076 37.63646    -0.00
-0.69072 37.63647    -0.00
-0.69068 37.63649    -0.00
-0.69064 37.63651    -0.00
-0.69061 37.63652    -0.00
-0.69059 37.63653    -0.00
-0.69056 37.63652    -0.00
-0.69052 37.63651    -0.00
-0.69048 37.63650    -0.00
-0.69044 37.63649    -0.00
-0.69040 37.63648    -0.00
-0.69036 37.63648    -0.00
-0.69033 37.63649    -0.00
-0.69029 37.63649    -0.00
-0.69025 37.63647    -0.00
-0.69021 37.63645    -0.00
-0.69016 37.63643    -0.00
-0.69011 37.63641    -0.00
-0.69008 37.63638    -0.00
-0.69004 37.63635    -0.00
-0.68999 37.63631    -0.00
-0.68993 37.63628    -0.00
-0.68989 37.63626    -0.00
-0.68984 37.63625    -0.00
-0.68973 37.63626    -0.00
-0.68970 37.63626    -0.00
-0.68966 37.63627    -0.00
-0.68964 37.63628    -0.00
-0.68962 37.63629    -0.00
-0.68958 37.63630    -0.00
-0.68954 37.63632    -0.00
-0.68951 37.63633    -0.00
-0.68948 37.63635    -0.00
-0.68946 37.63637    -0.00
-0.68944 37.63638    -0.00
-0.68943 37.63639    -0.00
-0.68941 37.63640    -0.00
-0.68939 37.63641    -0.00
-0.68937 37.63641    -0.00
-0.68932 37.63641    -0.00
     NaN      NaN      NaN
-0.72775 37.74900    -0.00
-0.72770 37.74901    -0.00
-0.72769 37.74901    -0.00
-0.72766 37.74901    -0.00
-0.72763 37.74900    -0.00
-0.72761 37.74899    -0.00
-0.72760 37.74898    -0.00
-0.72758 37.74896    -0.00
-0.72757 37.74895    -0.00
-0.72756 37.74893    -0.00
-0.72754 37.74892    -0.00
-0.72752 37.74891    -0.00
-0.72751 37.74890    -0.00
-0.72748 37.74891    -0.00
-0.72745 37.74891    -0.00
-0.72742 37.74892    -0.00
-0.72739 37.74892    -0.00
-0.72737 37.74891    -0.00
-0.72734 37.74890    -0.00
-0.72731 37.74889    -0.00
-0.72728 37.74888    -0.00
-0.72725 37.74888    -0.00
-0.72723 37.74888    -0.00
-0.72721 37.74889    -0.00
-0.72718 37.74890    -0.00
-0.72716 37.74892    -0.00
-0.72714 37.74894    -0.00
-0.72711 37.74895    -0.00
-0.72707 37.74896    -0.00
-0.72705 37.74895    -0.00
-0.72703 37.74894    -0.00
-0.72701 37.74893    -0.00
-0.72700 37.74891    -0.00
-0.72700 37.74888    -0.00
-0.72701 37.74885    -0.00
-0.72704 37.74880    -0.00
-0.72704 37.74877    -0.00
-0.72704 37.74873    -0.00
-0.72705 37.74869    -0.00
-0.72707 37.74865    -0.00
-0.72710 37.74861    -0.00
-0.72713 37.74857    -0.00
-0.72715 37.74853    -0.00
-0.72717 37.74850    -0.00
-0.72717 37.74847    -0.00
-0.72717 37.74844    -0.00
-0.72715 37.74843    -0.00
-0.72704 37.74839    -0.00
-0.72702 37.74837    -0.00
-0.72700 37.74836    -0.00
-0.72696 37.74834    -0.00
-0.72692 37.74833    -0.00
-0.72686 37.74830    -0.00
-0.72677 37.74826    -0.00
-0.72675 37.74824    -0.00
-0.72673 37.74822    -0.00
-0.72672 37.74818    -0.00
-0.72672 37.74815    -0.00
-0.72672 37.74810    -0.00
-0.72672 37.74805    -0.00
-0.72672 37.74802    -0.00
-0.72673 37.74798    -0.00
-0.72676 37.74795    -0.00
-0.72678 37.74792    -0.00
-0.72679 37.74790    -0.00
-0.72680 37.74788    -0.00
-0.72681 37.74784    -0.00
-0.72682 37.74782    -0.00
-0.72683 37.74780    -0.00
-0.72687 37.74778    -0.00
-0.72690 37.74777    -0.00
-0.72692 37.74777    -0.00
     NaN      NaN      NaN
-0.69189 37.63148    -0.00
-0.69187 37.63148    -0.00
-0.69185 37.63148    -0.00
-0.69184 37.63148    -0.00
-0.69182 37.63147    -0.00
-0.69180 37.63144    -0.00
-0.69179 37.63143    -0.00
-0.69178 37.63141    -0.00
-0.69176 37.63139    -0.00
-0.69175 37.63137    -0.00
-0.69174 37.63134    -0.00
-0.69174 37.63132    -0.00
-0.69175 37.63129    -0.00
-0.69176 37.63126    -0.00
-0.69178 37.63124    -0.00
-0.69180 37.63122    -0.00
-0.69182 37.63120    -0.00
-0.69184 37.63118    -0.00
-0.69187 37.63116    -0.00
-0.69189 37.63115    -0.00
-0.69191 37.63113    -0.00
-0.69193 37.63111    -0.00
-0.69194 37.63109    -0.00
-0.69196 37.63108    -0.00
-0.69197 37.63106    -0.00
-0.69198 37.63105    -0.00
-0.69198 37.63102    -0.00
-0.69198 37.63099    -0.00
-0.69197 37.63098    -0.00
-0.69196 37.63096    -0.00
-0.69195 37.63094    -0.00
-0.69195 37.63093    -0.00
-0.69195 37.63092    -0.00
-0.69196 37.63090    -0.00
-0.69197 37.63089    -0.00
-0.69198 37.63087    -0.00
-0.69199 37.63085    -0.00
-0.69200 37.63083    -0.00
-0.69201 37.63082    -0.00
-0.69203 37.63081    -0.00
-0.69205 37.63080    -0.00
-0.69206 37.63080    -0.00
-0.69207 37.63081    -0.00
-0.69209 37.63083    -0.00
-0.69210 37.63084    -0.00
-0.69211 37.63086    -0.00
-0.69212 37.63088    -0.00
-0.69213 37.63089    -0.00
-0.69215 37.63090    -0.00
-0.69216 37.63091    -0.00
-0.69217 37.63092    -0.00
-0.69219 37.63093    -0.00
-0.69219 37.63095    -0.00
-0.69220 37.63097    -0.00
-0.69222 37.63099    -0.00
-0.69224 37.63100    -0.00
-0.69226 37.63101    -0.00
-0.69230 37.63104    -0.00
     NaN      NaN      NaN
-0.69537 37.62992    -0.00
-0.69537 37.62991    -0.00
-0.69539 37.62988    -0.00
-0.69541 37.62986    -0.00
-0.69541 37.62985    -0.00
-0.69543 37.62985    -0.00
-0.69545 37.62986    -0.00
-0.69552 37.62986    -0.00
-0.69555 37.62986    -0.00
-0.69558 37.62986    -0.00
-0.69560 37.62985    -0.00
-0.69562 37.62983    -0.00
-0.69562 37.62981    -0.00
-0.69562 37.62980    -0.00
-0.69563 37.62978    -0.00
-0.69564 37.62976    -0.00
-0.69565 37.62973    -0.00
-0.69567 37.62970    -0.00
-0.69569 37.62968    -0.00
-0.69571 37.62966    -0.00
-0.69572 37.62965    -0.00
-0.69573 37.62964    -0.00
-0.69577 37.62964    -0.00
-0.69587 37.62964    -0.00
-0.69592 37.62964    -0.00
