Smart Lagoon monitoring buoy
Mar Menor, Murcia, Spain

Sensor abbreviations:
EC1550 = EC-1550 ESS Earth Conductivity Sensor
THERMI = Beta Therm 100KSA Thermistor

DATE        TIME(UTC+1)   T(0.5m)    T(1m)      T(1.5m)    T(2m)      T(2.5m)    T(3m)      T(4m)      T(5m)      T(6m)   
                         THERMI     EC1550     THERMI     THERMI     THERMI     EC1550     THERMI     THERMI     EC1550  
yyyy-mm-dd  HH:MM:SS    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C) 
2023-03-20  04:30:00    16.9279    16.8597    16.8192    16.8196    16.8342    16.8060    16.8539        NaN    16.8119
2023-03-20  05:30:00    16.9073    16.8438    16.8009    16.8029    16.8170    16.7801    16.8366        NaN    16.7861
2023-03-20  06:30:00    16.8805    16.8060    16.7787    16.7802    16.7922    16.7661    16.8136        NaN    16.7721
2023-03-20  07:30:00    16.8674    16.7642    16.7612    16.7622    16.7745    16.7622    16.7941        NaN    16.7602
2023-03-20  08:30:00    16.8480    16.7462    16.7389    16.7410    16.7557    16.7522    16.7742        NaN    16.7622
2023-03-20  09:30:00    16.8697    16.7502    16.7587    16.7588    16.7730    16.7721    16.7851        NaN    16.7801
2023-03-20  10:30:00    17.0793    16.7940    16.8156    16.8090    16.8188    16.8139    16.8176        NaN    16.7861
2023-03-20  11:30:00    17.3783    16.9732    16.8740    16.8564    16.8646    16.8478    16.8614        NaN    16.8080
2023-03-20  12:30:00    17.9269    17.1444    16.9427    16.9055    16.9085    16.8956    16.8947        NaN    16.8458
2023-03-20  13:30:00    17.8813    17.2957    17.2380    16.9572    16.9547    16.9334    16.9431        NaN    16.8995
2023-03-20  14:30:00    17.6942    17.4271    17.4266    17.1490    17.0147    16.9951    17.0014        NaN    16.9294
2023-03-20  15:30:00    17.5893    17.5246    17.4349    17.3865    17.2783    17.1086    17.0401        NaN    16.9672
2023-03-20  16:30:00    17.6047    17.5147    17.4849    17.4654    17.4565    17.2161    17.1145        NaN    17.0210
2023-03-20  17:30:00    17.5974    17.4629    17.4830    17.4773    17.4904    17.2977    17.4175        NaN    17.0668
2023-03-20  18:30:00    17.5318    17.4271    17.4208    17.4207    17.4377    17.3634    17.4296        NaN    17.0807
2023-03-20  19:30:00    17.4639    17.3893    17.3548    17.3547    17.3689    17.4012    17.3819        NaN    17.1424
2023-03-20  20:30:00    17.4265    17.3574    17.3196    17.3201    17.3330    17.3714    17.3514        NaN    17.2021
2023-03-20  21:30:00    17.4138    17.2917    17.3081    17.3083    17.3193    17.3256    17.3386        NaN    17.2201
2023-03-20  22:30:00    17.3803    17.2858    17.2792    17.2803    17.2893    17.2678    17.3102        NaN    17.2360
2023-03-20  23:30:00    17.3423    17.2678    17.2397    17.2416    17.2530    17.2559    17.2719        NaN    17.2539
2023-03-21  00:30:00    17.3161    17.2718    17.2140    17.2147    17.2261    17.2021    17.2462        NaN    17.2300
2023-03-21  01:30:00    17.2964    17.2499    17.1918    17.1922    17.1993    17.1504    17.2195        NaN    17.2141
2023-03-21  02:30:00    17.2720    17.2340    17.1692    17.1692    17.1775    17.1325    17.1985        NaN    17.1822
2023-03-21  03:30:00    17.2329    17.1962    17.1382    17.1389    17.1458    17.1384    17.1674        NaN    17.1723
2023-03-21  04:30:00    17.2025    17.1623    17.1047    17.1059    17.1139    17.0867    17.1364        NaN    17.1265
2023-03-21  05:30:00    17.1731    17.1106    17.0739    17.0742    17.0818    17.0648    17.1016        NaN    17.0807
2023-03-21  06:30:00    17.1459    17.0727    17.0502    17.0505    17.0548    17.0568    17.0745        NaN    17.0389
2023-03-21  07:30:00    17.1213    17.0508    17.0278    17.0279    17.0329    17.0429    17.0537        NaN    17.0130
2023-03-21  08:30:00    17.1020    17.0329    17.0010    17.0030    17.0114    17.0230    17.0313        NaN    17.0070
2023-03-21  09:30:00    17.1162    17.0668    17.0111    17.0136    17.0238    17.0588    17.0413        NaN    17.0289
2023-03-21  10:30:00    17.1918    17.0926    17.0676    17.0675    17.0794    17.1006    17.0837        NaN    17.0767
2023-03-21  11:30:00    17.5409    17.1524    17.1412    17.1181    17.1246    17.1424    17.1547        NaN    17.1066
2023-03-21  12:30:00    17.4861    17.2081    17.2620    17.2252    17.2059    17.2061    17.2110        NaN    17.1723
2023-03-21  13:30:00    17.4594    17.3037    17.3429    17.3342    17.3405    17.2758    17.3005        NaN    17.2121
2023-03-21  14:30:00    17.5500    17.3455    17.4348    17.4220    17.4280    17.3295    17.3908        NaN    17.2658
2023-03-21  15:30:00    17.6185    17.4152    17.5111    17.5041    17.5180    17.3933    17.4811        NaN    17.3136
2023-03-21  16:30:00    17.6351    17.4629    17.5311    17.5252    17.5464    17.4609    17.5459        NaN    17.3813
2023-03-21  17:30:00    17.6357    17.5008    17.5304    17.5270    17.5494    17.4928    17.5590        NaN    17.4032
2023-03-21  18:30:00    17.6184    17.5067    17.5129    17.5125    17.5312    17.4888    17.5495        NaN    17.4430
2023-03-21  19:30:00    17.5717    17.4809    17.4689    17.4710    17.4878    17.4809    17.5109        NaN    17.4530
2023-03-21  20:30:00    17.5254    17.4470    17.4262    17.4274    17.4425    17.4430    17.4655        NaN    17.4410
2023-03-21  21:30:00    17.5078    17.4112    17.4075    17.4089    17.4245    17.4211    17.4460        NaN    17.4152
2023-03-21  22:30:00    17.4879    17.3733    17.3884    17.3892    17.4045    17.3853    17.4259        NaN    17.3952
2023-03-21  23:30:00    17.4552    17.3315    17.3534    17.3540    17.3699    17.3694    17.3917        NaN    17.3654
2023-03-22  00:30:00    17.4246    17.3295    17.3228    17.3240    17.3402    17.3654    17.3608        NaN    17.3256
2023-03-22  01:30:00    17.3798    17.3236    17.2877    17.2891    17.3035    17.3475    17.3228        NaN    17.2838
2023-03-22  02:30:00    17.3659    17.2858    17.2711    17.2717    17.2849    17.3037    17.3070        NaN    17.2539
2023-03-22  03:30:00    17.3420    17.2639    17.2462    17.2461    17.2585    17.2897    17.2808        NaN    17.2639
2023-03-22  04:30:00    17.3192    17.2400    17.2286    17.2284    17.2394    17.2639    17.2603        NaN    17.2121
2023-03-22  05:30:00    17.2971    17.2081    17.2053    17.2086    17.2189    17.2240    17.2407        NaN    17.2101
2023-03-22  06:30:00    17.2719    17.1743    17.1794    17.1801    17.1910    17.2081    17.2117        NaN    17.2061
2023-03-22  07:30:00    17.2531    17.1643    17.1581    17.1575    17.1710    17.2001    17.1912        NaN    17.1942
2023-03-22  08:30:00    17.2381    17.1623    17.1414    17.1425    17.1575    17.1802    17.1765        NaN    17.1822
2023-03-22  09:30:00    17.2769    17.1882    17.1749    17.1757    17.1915    17.1882    17.2023        NaN    17.1882
2023-03-22  10:30:00    17.3849    17.2738    17.2316    17.2302    17.2424    17.1942    17.2425        NaN    17.2041
2023-03-22  11:30:00    17.4644    17.3574    17.2557    17.2451    17.2530    17.2220    17.2595        NaN    17.2300
2023-03-22  12:30:00    17.6417    17.4470    17.4355    17.3434    17.3046    17.2977    17.2930        NaN    17.2838
2023-03-22  13:30:00    17.7471    17.5306    17.6103    17.5357    17.4510    17.3972    17.3213        NaN    17.3295
2023-03-22  14:30:00    17.7587    17.6202    17.6581    17.6238    17.6219    17.4908    17.5156        NaN    17.3952
2023-03-22  15:30:00    17.8686    17.6441    17.7638    17.7208    17.7183    17.5665    17.6043        NaN    17.4450
2023-03-22  16:30:00    17.8558    17.6680    17.7670    17.7445    17.7455    17.6600    17.6778        NaN    17.4809
2023-03-22  17:30:00    17.8201    17.6819    17.7273    17.7173    17.7242    17.6740    17.7103        NaN    17.5027
2023-03-22  18:30:00    17.7799    17.6740    17.6818    17.6788    17.6858    17.6600    17.6927        NaN    17.5326
2023-03-22  19:30:00    17.7365    17.6302    17.6340    17.6329    17.6401    17.6302    17.6559        NaN    17.5724
2023-03-22  20:30:00    17.7101    17.6122    17.6083    17.6067    17.6118    17.6103    17.6274        NaN    17.5844
2023-03-22  21:30:00    17.6864    17.5864    17.5903    17.5893    17.5937    17.5525    17.6087        NaN    17.5963
2023-03-22  22:30:00    17.6657    17.5625    17.5698    17.5693    17.5736    17.5406    17.5897        NaN    17.5923
2023-03-22  23:30:00    17.6468    17.5744    17.5486    17.5473    17.5509    17.5167    17.5685        NaN    17.5923
2023-03-23  00:30:00    17.6252    17.5625    17.5328    17.5310    17.5338    17.5127    17.5487        NaN    17.5266
2023-03-23  01:30:00    17.5963    17.5286    17.5077    17.5072    17.5096    17.5107    17.5262        NaN    17.5087
2023-03-23  02:30:00    17.5726    17.4988    17.4805    17.4795    17.4817    17.5008    17.4990        NaN    17.4908
2023-03-23  03:30:00    17.5592    17.4689    17.4677    17.4666    17.4673    17.4570    17.4830        NaN    17.4789
2023-03-23  04:30:00    17.5289    17.4311    17.4362    17.4345    17.4365    17.4251    17.4567        NaN    17.4470
2023-03-23  05:30:00    17.5083    17.4132    17.4162    17.4157    17.4150    17.3873    17.4306        NaN    17.4550
2023-03-23  06:30:00    17.4752    17.3913    17.3833    17.3816    17.3806    17.3395    17.3932        NaN    17.4012
2023-03-23  07:30:00    17.4320    17.3773    17.3440    17.3419    17.3417    17.3216    17.3550        NaN    17.3614
2023-03-23  08:30:00    17.4217    17.3873    17.3300    17.3266    17.3281    17.3375    17.3415        NaN    17.3415
2023-03-23  09:30:00    17.4774    17.4072    17.3590    17.3500    17.3571    17.3674    17.3628        NaN    17.3435
2023-03-23  10:30:00    17.6049    17.4530    17.4103    17.3972    17.4236    17.3913    17.4108        NaN    17.3674
2023-03-23  11:30:00    17.8712    17.5167    17.5100    17.4438    17.4420    17.4550    17.4346        NaN    17.4191
2023-03-23  12:30:00    17.7358    17.5804    17.6197    17.5812    17.5482    17.5167    17.4863        NaN    17.4689
2023-03-23  13:30:00    17.7551    17.6740    17.6644    17.6454    17.6546    17.5903    17.6148        NaN    17.5087
2023-03-23  14:30:00    17.8893    17.7456    17.7976    17.7684    17.7737    17.6680    17.7218        NaN    17.5585
2023-03-23  15:30:00    18.0194    17.8173    17.9354    17.9074    17.9096    17.7616    17.8313        NaN    17.6341
2023-03-23  16:30:00    18.0158    17.8591    17.9371    17.9229    17.9268    17.8233    17.8983        NaN    17.7098
2023-03-23  17:30:00    18.0101    17.8870    17.9278    17.9203    17.9254    17.8551    17.9281        NaN    17.7854
2023-03-23  18:30:00    17.9941    17.8810    17.9047    17.9020    17.9064    17.8671    17.9205        NaN    17.8631
2023-03-23  19:30:00    17.9739    17.8730    17.8798    17.8815    17.8831    17.8671    17.8976        NaN    17.8870
2023-03-23  20:30:00    17.9393    17.8332    17.8436    17.8421    17.8430    17.8432    17.8609        NaN    17.8711
2023-03-23  21:30:00    17.9038    17.8213    17.8170    17.8165    17.8160    17.8233    17.8338        NaN    17.8551
2023-03-23  22:30:00    17.8879    17.8253    17.7959    17.7941    17.7913    17.8312    17.8088        NaN    17.8233
2023-03-23  23:30:00    17.8708    17.7974    17.7815    17.7814    17.7787    17.8014    17.7968        NaN    17.7775
2023-03-24  00:30:00    17.8502    17.7635    17.7577    17.7562    17.7556    17.7655    17.7754        NaN    17.7476
2023-03-24  01:30:00    17.8246    17.7496    17.7352    17.7333    17.7305    17.7397    17.7472        NaN    17.7138
2023-03-24  02:30:00    17.7969    17.7018    17.7086    17.7093    17.7063    17.7058    17.7240        NaN    17.6760
2023-03-24  03:30:00    17.7834    17.6620    17.6938    17.6923    17.6887    17.6580    17.7061        NaN    17.6521
2023-03-24  04:30:00    17.7473    17.6481    17.6622    17.6626    17.6581    17.6302    17.6758        NaN    17.6282
2023-03-24  05:30:00    17.7234    17.6421    17.6352    17.6350    17.6316    17.5983    17.6500        NaN    17.6162
2023-03-24  06:30:00    17.7038    17.6182    17.6164    17.6159    17.6118    17.5744    17.6273        NaN    17.5864
2023-03-24  07:30:00    17.6660    17.6142    17.5807    17.5803    17.5749    17.5744    17.5895        NaN    17.5724
2023-03-24  08:30:00    17.6525    17.6063    17.5668    17.5655    17.5615    17.5684    17.5743        NaN    17.5426
2023-03-24  09:30:00    17.6867    17.6063    17.5893    17.5816    17.5819    17.6023    17.5843        NaN    17.5565
2023-03-24  10:30:00    17.9286    17.6341    17.6477    17.6311    17.6302    17.6282    17.6085        NaN    17.5665
2023-03-24  11:30:00    18.2840    17.6978    17.6778    17.6580    17.6543    17.6401    17.6397        NaN    17.5864
2023-03-24  12:30:00    18.4432    17.7974    17.7888    17.6982    17.6826    17.6421    17.6762        NaN    17.6242
2023-03-24  13:30:00    18.1424    17.8850    17.9788    17.8803    17.7333    17.7257    17.7234        NaN    17.6959
2023-03-24  14:30:00    18.1564    17.9606    18.0401    17.9922    17.9325    17.7576    17.7886        NaN    17.7337
2023-03-24  15:30:00    18.1040    18.0124    18.0118    17.9867    17.9682    17.8273    17.9098        NaN    17.7934
2023-03-24  16:30:00    18.1830    18.0542    18.0925    18.0708    18.0516    17.9268    17.9667        NaN    17.8790
2023-03-24  17:30:00    18.1760    18.0522    18.0825    18.0741    18.0634    17.9945    18.0120        NaN    17.9308
2023-03-24  18:30:00    18.1552    18.0443    18.0604    18.0563    18.0520    18.0084    18.0554        NaN    17.9427
2023-03-24  19:30:00    18.1277    18.0283    18.0329    18.0316    18.0282    18.0263    18.0423        NaN    17.9666
2023-03-24  20:30:00    18.0991    18.0184    18.0064    18.0052    18.0014    18.0064    18.0180        NaN    17.9487
2023-03-24  21:30:00    18.0767    17.9865    17.9858    17.9856    17.9813    17.9766    17.9980        NaN    17.9367
2023-03-24  22:30:00    18.0561    17.9905    17.9630    17.9609    17.9558    17.9666    17.9720        NaN    17.9367
2023-03-24  23:30:00    18.0330    17.9567    17.9419    17.9400    17.9352    17.9387    17.9535        NaN    17.9507
2023-03-25  00:30:00    18.0177    17.9288    17.9280    17.9274    17.9217    17.9328    17.9386        NaN    17.9328
2023-03-25  01:30:00    18.0138    17.9089    17.9266    17.9244    17.9189    17.9069    17.9351        NaN    17.9427
2023-03-25  02:30:00    17.9974    17.9228    17.9124    17.9107    17.9042    17.8910    17.9208        NaN    17.9109
2023-03-25  03:30:00    17.9884    17.8890    17.9013    17.8993    17.8925    17.8711    17.9090        NaN    17.8611
2023-03-25  04:30:00    17.9729    17.8890    17.8848    17.8839    17.8763    17.8591    17.8953        NaN    17.8312
2023-03-25  05:30:00    17.9645    17.8969    17.8762    17.8728    17.8634    17.8312    17.8810        NaN    17.8093
2023-03-25  06:30:00    17.9380    17.8790    17.8534    17.8519    17.8446    17.8551    17.8628        NaN    17.8054
2023-03-25  07:30:00    17.9248    17.8472    17.8430    17.8423    17.8350    17.8611    17.8533        NaN    17.8173
2023-03-25  08:30:00    17.9273    17.8372    17.8423    17.8394    17.8344    17.8929    17.8506        NaN    17.8332
2023-03-25  09:30:00    17.9756    17.8830    17.8732    17.8646    17.8637    17.9288    17.8742        NaN    17.8830
2023-03-25  10:30:00    18.3862    17.9328    17.9443    17.9020    17.9136    17.9507    17.9171        NaN    17.9089
2023-03-25  11:30:00    18.5967    18.1279    17.9861    17.9551    17.9675    17.9726    17.9671        NaN    17.9208
2023-03-25  12:30:00    19.0790    18.2413    18.0793    18.0123    18.0145    18.0303    18.0149        NaN    17.9805
2023-03-25  13:30:00    18.8248    18.3449    18.4621    18.2413    18.1306    18.1060    18.0710        NaN    18.0343
2023-03-25  14:30:00    18.5180    18.4384    18.4301    18.3890    18.3714    18.1657    18.1525        NaN    18.0701
2023-03-25  15:30:00    18.5215    18.5201    18.4456    18.4198    18.4196    18.2652    18.3119        NaN    18.1378
2023-03-25  16:30:00    18.5761    18.4603    18.5030    18.4828    18.4770    18.3648    18.4292        NaN    18.2294
2023-03-25  17:30:00    18.5902    18.4643    18.5136    18.5022    18.4988    18.4265    18.4715        NaN    18.2672
2023-03-25  18:30:00    18.5817    18.4942    18.4974    18.4936    18.4909    18.4723    18.4971        NaN    18.3190
2023-03-25  19:30:00    18.5654    18.4982    18.4790    18.4770    18.4726    18.4902    18.4902        NaN    18.3588
2023-03-25  20:30:00    18.5500    18.4942    18.4653    18.4629    18.4575    18.4962    18.4758        NaN    18.3628
2023-03-25  21:30:00    18.5414    18.5001    18.4575    18.4552    18.4492    18.4683    18.4653        NaN    18.3389
2023-03-25  22:30:00    18.5275    18.4822    18.4444    18.4434    18.4372    18.4444    18.4536        NaN    18.3548
2023-03-25  23:30:00    18.5108    18.4723    18.4301    18.4287    18.4212    18.3926    18.4384        NaN    18.3608
2023-03-26  00:30:00    18.4962    18.4444    18.4105    18.4083    18.4017    18.3807    18.4212        NaN    18.3548
2023-03-26  01:30:00    18.4738    18.3966    18.3898    18.3891    18.3837    18.3469    18.4027        NaN    18.3449
2023-03-26  02:30:00    18.4595    18.3548    18.3766    18.3756    18.3684    18.3329    18.3854        NaN    18.3469
2023-03-26  03:30:00    18.4344    18.3210    18.3568    18.3560    18.3472    18.2991    18.3664        NaN    18.3011
2023-03-26  04:30:00    18.4091    18.2871    18.3295    18.3305    18.3225    18.2871    18.3383        NaN    18.2672
2023-03-26  05:30:00    18.3478    18.2513    18.2659    18.2635    18.2539    18.2533    18.2710        NaN    18.2234
2023-03-26  06:30:00    18.3197    18.2553    18.2442    18.2437    18.2359    18.2632    18.2513        NaN    18.2453
2023-03-26  07:30:00    18.3153    18.2453    18.2340    18.2316    18.2264    18.2712    18.2421        NaN    18.2274
2023-03-26  08:30:00    18.3612    18.2911    18.2739    18.2611    18.2527    18.3110    18.2612        NaN    18.2453
2023-03-26  09:30:00    18.6866    18.3429    18.3110    18.2875    18.2995    18.3429    18.3058        NaN    18.2832
2023-03-26  10:30:00    18.9571    18.4544    18.3605    18.3348    18.3426    18.3727    18.3484        NaN    18.3190
2023-03-26  11:30:00    18.8812    18.5519    18.6365    18.5062    18.4214    18.4066    18.3841        NaN    18.3449
2023-03-26  12:30:00    18.9187    18.6654    18.8150    18.7212    18.5332    18.4703    18.4296        NaN    18.3907
2023-03-26  13:30:00    18.8703    18.7510    18.7915    18.7385    18.6806    18.5380    18.4903        NaN    18.4305
2023-03-26  14:30:00    19.0007    18.8426    18.8969    18.8239    18.7886    18.6136    18.6132        NaN    18.4842
2023-03-26  15:30:00    19.0743    18.8724    18.9890    18.9341    18.8709    18.7152    18.6788        NaN    18.5360
2023-03-26  16:30:00    19.0122    18.9182    18.9360    18.9217    18.9095    18.7789    18.7773        NaN    18.5678
2023-03-26  17:30:00    19.0103    18.9560    18.9294    18.9196    18.9106    18.8466    18.8493        NaN    18.5798
2023-03-26  18:30:00    19.0986    18.9859    19.0113    19.0007    18.9781    18.8963    18.9159        NaN    18.5798
2023-03-26  19:30:00    19.1226    18.9779    19.0384    19.0307    19.0151    18.9521    18.9525        NaN    18.5778
2023-03-26  20:30:00    19.1141    18.9680    19.0344    19.0310    19.0209    18.9620    18.9822        NaN    18.5917
2023-03-26  21:30:00    19.0573    18.9541    18.9774    18.9758    18.9687    18.9760    18.9579        NaN    18.6077
2023-03-26  22:30:00    19.0120    18.9322    18.9315    18.9295    18.9223    18.9441    18.9295        NaN    18.6455
2023-03-26  23:30:00    18.9679    18.9023    18.8887    18.8873    18.8811    18.9083    18.8920        NaN    18.6793
2023-03-27  00:30:00    18.9131    18.8545    18.8363    18.8345    18.8279    18.8406    18.8386        NaN    18.7032
2023-03-27  01:30:00    18.8642    18.8306    18.7899    18.7901    18.7835    18.7928    18.8003        NaN    18.7171
2023-03-27  02:30:00    18.8259    18.8187    18.7521    18.7517    18.7441    18.7570    18.7617        NaN    18.7211
2023-03-27  03:30:00    18.7785    18.7709    18.7084    18.7091    18.7013    18.7032    18.7207        NaN    18.7251
2023-03-27  04:30:00    18.7296    18.7251    18.6637    18.6650    18.6588    18.6574    18.6741        NaN    18.7112
2023-03-27  05:30:00    18.6916    18.6992    18.6228    18.6219    18.6149    18.6176    18.6323        NaN    18.6773
2023-03-27  06:30:00    18.6477    18.6654    18.5769    18.5760    18.5662    18.6057    18.5838        NaN    18.6455
2023-03-27  07:30:00    18.6325    18.6315    18.5621    18.5581    18.5535    18.5818    18.5699        NaN    18.6296
2023-03-27  08:30:00    18.6545    18.6375    18.5805    18.5749    18.5718    18.6116    18.5805        NaN    18.6017
2023-03-27  09:30:00    18.7011    18.6893    18.6217    18.6102    18.6078    18.6614    18.6110        NaN    18.6096
2023-03-27  10:30:00    18.8613    18.7390    18.7639    18.7281    18.7011    18.7291    18.6590        NaN    18.6435
2023-03-27  11:30:00    18.9289    18.8047    18.8512    18.8284    18.8221    18.7888    18.7542        NaN    18.7171
2023-03-27  12:30:00    18.9808    18.8545    18.9152    18.8923    18.8961    18.8466    18.8552        NaN    18.7649
2023-03-27  13:30:00    19.0148    18.9103    18.9618    18.9451    18.9537    18.9043    18.9485        NaN    18.8665
2023-03-27  14:30:00    19.0590    18.9441    19.0084    18.9946    18.9996    18.9361    18.9982        NaN    18.9600
2023-03-27  15:30:00    19.0903    18.9859    19.0355    19.0268    19.0276    18.9819    19.0309        NaN    18.9839
2023-03-27  16:30:00    19.0991    19.0078    19.0390    19.0349    19.0334    19.0018    19.0439        NaN    18.9859
2023-03-27  17:30:00    19.0908    19.0198    19.0259    19.0245    19.0206    19.0257    19.0361        NaN    18.9859
2023-03-27  18:30:00    19.0648    19.0257    18.9962    18.9942    18.9880    19.0098    19.0070        NaN    18.9779
2023-03-27  19:30:00    19.0299    18.9998    18.9641    18.9636    18.9567    19.0078    18.9739        NaN    18.9521
2023-03-27  20:30:00    19.0094    18.9660    18.9452    18.9431    18.9350    18.9680    18.9518        NaN    18.9640
2023-03-27  21:30:00    18.9815    18.9162    18.9179    18.9184    18.9108    18.9401    18.9279        NaN    18.9262
2023-03-27  22:30:00    18.9599    18.8784    18.8931    18.8910    18.8814    18.9162    18.8968        NaN    18.9083
2023-03-27  23:30:00    18.9210    18.8326    18.8581    18.8569    18.8472    18.9122    18.8635        NaN    18.8466
2023-03-28  00:30:00    18.8905    18.7908    18.8252    18.8231    18.8126    18.8665    18.8299        NaN    18.8147
2023-03-28  01:30:00    18.8642    18.7689    18.7982    18.7963    18.7868    18.8167    18.8028        NaN    18.7669
2023-03-28  02:30:00    18.8298    18.7510    18.7665    18.7674    18.7577    18.7809    18.7737        NaN    18.7510
2023-03-28  03:30:00    18.8068    18.7251    18.7413    18.7419    18.7337    18.7211    18.7489        NaN    18.7211
2023-03-28  04:30:00    18.7837    18.6793    18.7170    18.7155    18.7068    18.6813    18.7250        NaN    18.7112
2023-03-28  05:30:00    18.7528    18.6534    18.6907    18.6894    18.6787    18.6495    18.6970        NaN    18.6933
2023-03-28  06:30:00    18.7259    18.6375    18.6629    18.6634    18.6522    18.6534    18.6680        NaN    18.7012
2023-03-28  07:30:00    18.7080    18.6335    18.6443    18.6438    18.6366    18.6395    18.6516        NaN    18.7012
2023-03-28  08:30:00    18.7275    18.6455    18.6635    18.6597    18.6567    18.6534    18.6658        NaN    18.7032
2023-03-28  09:30:00    18.7791    18.7012    18.7117    18.7052    18.7015    18.6554    18.6917        NaN    18.7152
2023-03-28  10:30:00    18.8553    18.7729    18.7886    18.7764    18.7628    18.7112    18.7392        NaN    18.7351
2023-03-28  11:30:00    18.9691    18.8466    18.8915    18.8686    18.8563    18.7968    18.8001        NaN    18.7828
2023-03-28  12:30:00    19.0991    18.9242    19.0244    18.9910    18.9865    18.8923    18.8813        NaN    18.8306
2023-03-28  13:30:00    19.1535    19.0198    19.1013    19.0725    19.0662    18.9939    18.9690        NaN    18.8943
2023-03-28  14:30:00    19.2174    19.0974    19.1717    19.1457    19.1315    19.0616    19.0493        NaN    18.9919
2023-03-28  15:30:00    19.2242    19.1332    19.1800    19.1628    19.1504    19.1113    19.1031        NaN    19.0536
2023-03-28  16:30:00    19.2083    19.1392    19.1577    19.1506    19.1482    19.1113    19.1520        NaN    19.0854
2023-03-28  17:30:00    19.1982    19.1332    19.1353    19.1325    19.1277    19.1113    19.1407        NaN    19.1173
2023-03-28  18:30:00    19.1690    19.1014    19.1013    19.1004    19.0934    19.0874    19.1128        NaN    19.1412
2023-03-28  19:30:00    19.1455    19.0536    19.0804    19.0790    19.0706    19.0695    19.0865        NaN    19.0994
2023-03-28  20:30:00    19.1133    19.0317    19.0485    19.0469    19.0385    19.0516    19.0562        NaN    19.0695
2023-03-28  21:30:00    19.0780    18.9959    19.0152    19.0135    19.0051    19.0397    19.0272        NaN    19.0297
2023-03-28  22:30:00    19.0574    18.9839    18.9964    18.9951    18.9869    19.0138    19.0049        NaN    18.9959
2023-03-28  23:30:00    19.0357    18.9600    18.9759    18.9760    18.9671    19.0018    18.9839        NaN    18.9799
2023-03-29  00:30:00    19.0032    18.9541    18.9421    18.9422    18.9328    18.9779    18.9504        NaN    18.9859
2023-03-29  01:30:00    18.9823    18.8923    18.9235    18.9224    18.9121    18.9421    18.9278        NaN    18.9640
2023-03-29  02:30:00    18.9492    18.8744    18.8893    18.8882    18.8779    18.9083    18.8947        NaN    18.9322
2023-03-29  03:30:00    18.9217    18.8406    18.8640    18.8645    18.8550    18.8565    18.8721        NaN    18.8864
2023-03-29  04:30:00    18.8991    18.8028    18.8357    18.8347    18.8250    18.8326    18.8439        NaN    18.8306
2023-03-29  05:30:00    18.8622    18.7530    18.8025    18.8025    18.7926    18.8227    18.8114        NaN    18.7590
2023-03-29  06:30:00    18.8440    18.7669    18.7868    18.7859    18.7762    18.7908    18.7949        NaN    18.7390
2023-03-29  07:30:00    18.8367    18.7689    18.7792    18.7775    18.7695    18.7908    18.7849        NaN    18.7351
2023-03-29  08:30:00    18.8467    18.7948    18.7876    18.7853    18.7815    18.8127    18.7933        NaN    18.7470
2023-03-29  09:30:00    18.8965    18.8505    18.8361    18.8309    18.8300    18.8187    18.8321        NaN    18.7729
2023-03-29  10:30:00    18.9806    18.9242    18.9175    18.9082    18.9026    18.8645    18.8837        NaN    18.8207
2023-03-29  11:30:00    19.1006    19.0038    19.0312    19.0072    18.9931    18.9580    18.9409        NaN    18.8685
2023-03-29  12:30:00    19.1979    19.1093    19.1359    19.1051    19.0972    19.0317    19.0190        NaN    18.9222
2023-03-29  13:30:00    19.3360    19.1750    19.2777    19.2287    19.1958    19.1073    19.0860        NaN    18.9998
2023-03-29  14:30:00    19.3830    19.2447    19.3309    19.2904    19.2502    19.1730    19.1069        NaN    19.0695
2023-03-29  15:30:00    19.4515    19.2945    19.3955    19.3526    19.3100    19.2188    19.0915        NaN    19.1093
2023-03-29  16:30:00    19.4468    19.3005    19.3950    19.3731    19.3431    19.2288    19.1145        NaN    19.1392
2023-03-29  17:30:00    19.3660    19.2646    19.3089    19.3022    19.2937    19.2248    19.2327        NaN    19.1551
2023-03-29  18:30:00    19.2761    19.2487    19.2175    19.2162    19.2068    19.2308    19.1966        NaN    19.1332
2023-03-29  19:30:00    19.2138    19.1969    19.1551    19.1547    19.1478    19.2129    19.1599        NaN    19.1054
2023-03-29  20:30:00    19.1748    19.1432    19.1164    19.1148    19.1049    19.1770    19.1211        NaN    19.0556
2023-03-29  21:30:00    19.1476    19.0894    19.0937    19.0930    19.0827    19.1452    19.0987        NaN    19.0417
2023-03-29  22:30:00    19.1295    19.0576    19.0729    19.0704    19.0599    19.1073    19.0755        NaN    19.0098
2023-03-29  23:30:00    19.0944    19.0237    19.0383    19.0361    19.0267    19.0397    19.0421        NaN    19.0098
2023-03-30  00:30:00    19.0625    18.9779    19.0067    19.0044    18.9941    18.9979    19.0104        NaN    19.0138
2023-03-30  01:30:00    19.0315    18.9600    18.9772    18.9762    18.9665    18.9560    18.9825        NaN    19.0118
2023-03-30  02:30:00    18.9954    18.9560    18.9405    18.9408    18.9304    18.9122    18.9479        NaN    18.9740
2023-03-30  03:30:00    18.9592    18.9262    18.9085    18.9091    18.9005    18.9023    18.9173        NaN    18.9361
