Smart Lagoon monitoring buoy
Mar Menor, Murcia, Spain

Sensor abbreviations:
EC1550 = EC-1550 ESS Earth Conductivity Sensor
THERMI = Beta Therm 100KSA Thermistor

DATE        TIME(UTC+1)   T(0.5m)    T(1m)      T(1.5m)    T(2m)      T(2.5m)    T(3m)      T(4m)      T(5m)      T(6m)   
                         THERMI     EC1550     THERMI     THERMI     THERMI     EC1550     THERMI     THERMI     EC1550  
yyyy-mm-dd  HH:MM:SS    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C)    (deg C) 
2022-10-14  00:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  01:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  02:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  03:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  04:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  05:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  06:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  07:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  08:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  09:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  10:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  11:30:00        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN        NaN
2022-10-14  12:30:00    23.4022    22.9576    22.8331    22.7553    22.6988    22.7904    22.6889    22.7821    22.7963
2022-10-14  13:30:00    23.5290    23.0989    22.8916    22.8241    22.7669    22.8063    22.7463    22.8239    22.8143
2022-10-14  14:30:00    23.3674    23.2124    23.2446    22.9800    22.8548    22.8361    22.7644    22.8553    22.8302
2022-10-14  15:30:00    23.3439    23.3378    23.3792    23.2798    23.0475    22.9218    22.7983    22.8924    22.8660
2022-10-14  16:30:00    23.3314    23.4692    23.3918    23.3457    23.2128    22.9755    22.8390    22.9183    22.8899
2022-10-14  17:30:00    23.4854    23.5349    23.5528    23.4922    23.3012    22.9616    22.8636    22.9451    22.9098
2022-10-14  18:30:00    23.5385    23.5588    23.5992    23.4577    23.1973    23.0432    22.8516    22.9458    22.9078
2022-10-14  19:30:00    23.3839    23.5250    23.4377    23.4081    23.2659    23.0810    22.8440    22.9416    22.8899
2022-10-14  20:30:00    23.2974    23.4453    23.3643    23.3540    23.2586    23.0631    22.8265    22.9260    22.8441
2022-10-14  21:30:00    23.1662    23.3478    23.2314    23.2226    23.1349    23.0531    22.8156    22.9148    22.8262
2022-10-14  22:30:00    23.0485    23.2104    23.1149    23.1139    23.0477    23.0930    22.8571    22.9111    22.8381
2022-10-14  23:30:00    22.9832    23.1368    23.0491    23.0470    22.9802    23.0531    22.8235    22.9124    22.8461
2022-10-15  00:30:00    22.9271    23.0531    22.9951    22.9944    22.9302    23.0253    22.8597    22.9155    22.8322
2022-10-15  01:30:00    22.8784    23.0193    22.9459    22.9462    22.8828    22.9914    22.8646    22.9212    22.8441
2022-10-15  02:30:00    22.8313    22.9357    22.8980    22.8984    22.8372    22.9556    22.8505    22.9345    22.8361
2022-10-15  03:30:00    22.8036    22.8899    22.8711    22.8723    22.8113    22.9198    22.8299    22.9275    22.8461
2022-10-15  04:30:00    22.7827    22.8401    22.8497    22.8503    22.7883    22.8979    22.8085    22.9040    22.8262
2022-10-15  05:30:00    22.7608    22.8401    22.8300    22.8303    22.7677    22.8740    22.7852    22.8826    22.8401
2022-10-15  06:30:00    22.7277    22.8063    22.7952    22.7960    22.7345    22.8580    22.7526    22.8500    22.8361
2022-10-15  07:30:00    22.6976    22.8003    22.7660    22.7663    22.7055    22.8322    22.7256    22.8247    22.8640
2022-10-15  08:30:00    22.6788    22.8023    22.7510    22.7516    22.6921    22.8262    22.7077    22.8053    22.8541
2022-10-15  09:30:00    22.6905    22.8182    22.7615    22.7575    22.7005    22.8361    22.7114    22.8074    22.8580
2022-10-15  10:30:00    22.7611    22.8640    22.8104    22.7935    22.7377    22.8461    22.7362    22.8278    22.8899
2022-10-15  11:30:00    23.0336    22.9456    22.8966    22.8523    22.7894    22.8600    22.7651    22.8497    22.9098
2022-10-15  12:30:00    23.1389    23.0551    22.9638    22.9052    22.8332    22.8700    22.7910    22.8753    22.8839
2022-10-15  13:30:00    23.2782    23.1188    23.1450    22.9926    22.8571    22.9297    22.8082    22.8972    22.8939
2022-10-15  14:30:00    23.1929    23.2144    23.2549    23.1992    23.0414    23.0094    22.8169    22.9095    22.9038
2022-10-15  15:30:00    23.2601    23.2701    23.3263    23.2836    23.1742    23.0870    22.8762    22.9346    22.8740
2022-10-15  16:30:00    23.2514    23.2940    23.3255    23.3052    23.2224    23.1308    22.9881    22.9563    22.8740
2022-10-15  17:30:00    23.1907    23.2901    23.2588    23.2521    23.1805    23.2244    23.0045    22.9833    22.9257
2022-10-15  18:30:00    23.1545    23.2861    23.2215    23.2101    23.1351    23.2303    23.0872    22.9980    22.9357
2022-10-15  19:30:00    23.1012    23.2443    23.1812    23.1945    23.1260    23.1865    23.1152    23.0048    22.9437
2022-10-15  20:30:00    23.0183    23.1945    23.0961    23.1389    23.1151    23.1607    23.1128    23.0229    22.9815
2022-10-15  21:30:00    22.9698    23.1388    23.0428    23.1021    23.1027    23.1626    23.1033    23.0235    22.9576
2022-10-15  22:30:00    22.9279    23.0711    23.0075    23.0465    23.0378    23.1686    23.0985    23.0079    22.9337
2022-10-15  23:30:00    22.9076    23.0432    22.9896    23.0209    23.0009    23.1547    23.0636    22.9982    22.9317
2022-10-16  00:30:00    22.9015    22.9994    22.9796    22.9949    22.9535    23.1467    22.9744    22.9969    22.9218
2022-10-16  01:30:00    22.8761    22.9656    22.9457    22.9510    22.8943    23.0969    22.9213    22.9924    22.9118
2022-10-16  02:30:00    22.8305    22.9596    22.8993    22.9033    22.8438    23.0233    22.8770    22.9867    22.9417
2022-10-16  03:30:00    22.7962    22.9317    22.8648    22.8678    22.8069    22.9417    22.8367    22.9545    22.9516
2022-10-16  04:30:00    22.7704    22.8819    22.8374    22.8389    22.7783    22.8919    22.8023    22.9106    22.8979
2022-10-16  05:30:00    22.7500    22.8461    22.8188    22.8210    22.7586    22.8401    22.7766    22.8742    22.8740
2022-10-16  06:30:00    22.7375    22.8282    22.8049    22.8069    22.7445    22.8143    22.7639    22.8607    22.8381
2022-10-16  07:30:00    22.7038    22.7864    22.7708    22.7725    22.7118    22.7884    22.7315    22.8272    22.7884
2022-10-16  08:30:00    22.6810    22.7864    22.7501    22.7497    22.6890    22.7665    22.7042    22.8019    22.7545
2022-10-16  09:30:00    22.6681    22.8063    22.7407    22.7375    22.6814    22.7486    22.6936    22.7913    22.7446
2022-10-16  10:30:00    22.7296    22.8202    22.7923    22.7772    22.7195    22.7605    22.7214    22.8136    22.7625
2022-10-16  11:30:00    22.8960    22.8401    22.8655    22.8229    22.7593    22.7824    22.7489    22.8410    22.7724
2022-10-16  12:30:00    23.1613    22.8959    22.8905    22.8431    22.7780    22.8222    22.7809    22.8683    22.7824
2022-10-16  13:30:00    23.3900    22.9934    22.9480    22.8875    22.8053    22.8481    22.8024    22.8903    22.8083
2022-10-16  14:30:00    23.3357    23.1149    23.1063    22.9361    22.8395    22.8760    22.8159    22.8984    22.8919
2022-10-16  15:30:00    23.3528    23.2204    23.2693    22.9838    22.8705    22.9018    22.8359    22.9110    22.9038
2022-10-16  16:30:00    23.3544    23.2821    23.3641    23.1467    22.8938    22.9198    22.8387    22.9142    22.9138
2022-10-16  17:30:00    23.2132    23.3100    23.2588    23.1550    22.9458    22.9616    22.8320    22.9157    22.9277
2022-10-16  18:30:00    23.0695    23.2582    23.1210    23.1005    23.0151    23.0054    22.8501    22.9267    22.9496
2022-10-16  19:30:00    23.0010    23.1686    23.0580    23.0559    22.9912    23.0253    22.9643    22.9394    22.9297
2022-10-16  20:30:00    22.9504    23.1089    23.0102    23.0102    22.9485    23.0611    22.9571    22.9685    22.9198
2022-10-16  21:30:00    22.9199    23.0332    22.9796    22.9799    22.9184    23.0531    22.9351    22.9638    22.9377
2022-10-16  22:30:00    22.8935    22.9476    22.9521    22.9522    22.8917    23.0392    22.9105    22.9763    22.9257
2022-10-16  23:30:00    22.8733    22.9078    22.9318    22.9320    22.8708    22.9775    22.8888    22.9692    22.8959
2022-10-17  00:30:00    22.8397    22.8819    22.9000    22.9014    22.8406    22.9596    22.8606    22.9585    22.8700
2022-10-17  01:30:00    22.8227    22.8342    22.8832    22.8844    22.8228    22.9297    22.8431    22.9432    22.8939
2022-10-17  02:30:00    22.7942    22.8421    22.8546    22.8564    22.7953    22.9317    22.8158    22.9183    22.8979
2022-10-17  03:30:00    22.7801    22.8521    22.8397    22.8408    22.7805    22.9317    22.8017    22.9042    22.9357
2022-10-17  04:30:00    22.7639    22.8322    22.8254    22.8275    22.7661    22.9257    22.7895    22.8916    22.9257
2022-10-17  05:30:00    22.7503    22.8063    22.8125    22.8147    22.7541    22.9138    22.7739    22.8748    22.9078
2022-10-17  06:30:00    22.7380    22.7824    22.8002    22.8020    22.7405    22.8580    22.7603    22.8583    22.8680
2022-10-17  07:30:00    22.7210    22.7764    22.7822    22.7826    22.7214    22.8083    22.7399    22.8363    22.8143
2022-10-17  08:30:00    22.7145    22.7924    22.7754    22.7749    22.7133    22.7505    22.7305    22.8268    22.7884
2022-10-17  09:30:00    22.7178    22.8282    22.7807    22.7803    22.7201    22.7685    22.7345    22.8303    22.8222
2022-10-17  10:30:00    22.7659    22.8859    22.8251    22.8151    22.7520    22.8083    22.7534    22.8489    22.8043
2022-10-17  11:30:00    22.8501    22.9476    22.9141    22.8997    22.8249    22.8780    22.7893    22.8736    22.8441
2022-10-17  12:30:00    22.9143    23.0273    22.9846    22.9724    22.9017    22.9596    22.8404    22.9069    22.8839
2022-10-17  13:30:00    23.0001    23.1149    23.0774    23.0557    22.9777    23.0671    22.9281    22.9831    22.9158
2022-10-17  14:30:00    23.0815    23.1925    23.1637    23.1417    23.0538    23.1427    22.9695    23.0052    22.9377
2022-10-17  15:30:00    23.2267    23.2403    23.2970    23.2757    23.1977    23.1865    23.1193    23.1256    23.0312
2022-10-17  16:30:00    23.2337    23.3040    23.2998    23.2866    23.2161    23.2244    23.1718    23.1397    23.0312
2022-10-17  17:30:00    23.2189    23.3339    23.2786    23.2751    23.2109    23.2423    23.1982    23.1456    23.0432
2022-10-17  18:30:00    23.1835    23.3020    23.2421    23.2422    23.1810    23.2502    23.1812    23.1511    23.0551
2022-10-17  19:30:00    23.1565    23.2801    23.2145    23.2146    23.1538    23.2423    23.1672    23.2155    23.0412
2022-10-17  20:30:00    23.1364    23.2781    23.1942    23.1945    23.1340    23.2323    23.1474    23.1642    23.0332
2022-10-17  21:30:00    23.1134    23.2403    23.1706    23.1703    23.1091    23.2283    23.1250    23.1858    23.0631
2022-10-17  22:30:00    23.0923    23.1905    23.1498    23.1502    23.0887    23.2343    23.1057    23.1776    23.0472
2022-10-17  23:30:00    23.0710    23.1806    23.1282    23.1283    23.0673    23.1845    23.0833    23.1667    23.0492
2022-10-18  00:30:00    23.0453    23.1487    23.1029    23.1030    23.0422    23.1666    23.0603    23.1543    23.0551
2022-10-18  01:30:00    23.0251    23.1268    23.0834    23.0839    23.0233    23.1407    23.0426    23.1394    23.0611
2022-10-18  02:30:00    23.0109    23.0910    23.0693    23.0689    23.0079    23.1089    23.0273    23.1239    23.0531
2022-10-18  03:30:00    22.9710    23.0512    23.0281    23.0280    22.9673    23.0810    22.9864    23.0837    23.0671
2022-10-18  04:30:00    22.9530    23.0253    23.0105    23.0108    22.9494    23.0810    22.9679    23.0650    23.0750
2022-10-18  05:30:00    22.8919    22.9954    22.9528    22.9557    22.8961    23.0332    22.9177    23.0180    23.0452
2022-10-18  06:30:00    22.8378    22.9576    22.8973    22.8982    22.8379    22.9875    22.8617    22.9649    22.9795
2022-10-18  07:30:00    22.8046    22.9158    22.8691    22.8725    22.8137    22.9456    22.8382    22.9431    22.9138
2022-10-18  08:30:00    22.7907    22.9218    22.8578    22.8581    22.7984    22.8959    22.8209    22.9238    22.8879
2022-10-18  09:30:00    22.7943    22.9058    22.8595    22.8575    22.7991    22.8680    22.8204    22.9282    22.8162
2022-10-18  10:30:00    22.8243    22.9118    22.8834    22.8755    22.8108    22.8740    22.8266    22.9264    22.8162
2022-10-18  11:30:00    22.8585    22.9138    22.9170    22.9050    22.8391    22.8959    22.8173    22.9086    22.8580
2022-10-18  12:30:00    22.9130    22.9596    22.9766    22.9641    22.8945    22.9257    22.8764    22.9646    22.9277
2022-10-18  13:30:00    22.9573    22.9875    23.0262    23.0165    22.9519    22.9735    22.9431    23.0276    22.9596
2022-10-18  14:30:00    23.0273    23.0492    23.0967    23.0788    23.0039    23.0094    22.9810    23.0169    23.0074
2022-10-18  15:30:00    23.0233    23.0969    23.0853    23.0770    23.0122    23.0412    22.9990    23.0020    23.0094
2022-10-18  16:30:00    23.0235    23.1208    23.0832    23.0789    23.0156    23.0412    23.0193    23.0324    23.0173
2022-10-18  17:30:00    23.0079    23.1169    23.0653    23.0644    23.0026    23.0432    23.0137    23.0672    22.9994
2022-10-18  18:30:00    22.9894    23.1328    23.0462    23.0464    22.9855    23.0452    23.0026    23.0833    23.0094
2022-10-18  19:30:00    22.9799    23.0950    23.0377    23.0380    22.9771    23.0392    22.9947    23.0845    23.0034
2022-10-18  20:30:00    22.9723    23.0551    23.0299    23.0304    22.9694    23.0472    22.9878    23.0794    23.0193
2022-10-18  21:30:00    22.9640    23.0293    23.0219    23.0218    22.9608    23.0790    22.9781    23.0722    23.0173
2022-10-18  22:30:00    22.9504    23.0372    23.0090    23.0096    22.9488    23.0810    22.9684    23.0652    23.0631
2022-10-18  23:30:00    22.9451    23.0173    23.0023    23.0027    22.9424    23.0790    22.9616    23.0591    23.0253
2022-10-19  00:30:00    22.9362    23.0711    22.9936    22.9942    22.9338    23.1049    22.9529    23.0499    23.0253
2022-10-19  01:30:00    23.0171    23.0870    23.0742    23.0618    22.9816    23.1009    22.9693    23.0460    23.0054
2022-10-19  02:30:00    23.1512    23.1188    23.2080    23.1997    23.1097    23.0810    22.9972    23.0548    22.9974
2022-10-19  03:30:00    23.0870    23.1228    23.1446    23.1424    23.0746    23.1109    23.0147    23.0514    22.9835
2022-10-19  04:30:00    23.0350    23.1467    23.0928    23.0914    23.0296    23.1069    23.0339    23.0906    23.0113
2022-10-19  05:30:00    23.0127    23.1368    23.0726    23.0735    23.0121    23.0950    23.0271    23.1173    23.0611
2022-10-19  06:30:00    23.0032    23.1587    23.0628    23.0637    23.0035    23.0890    23.0236    23.1186    23.1507
2022-10-19  07:30:00    23.0132    23.1666    23.0713    23.0700    23.0087    23.1069    23.0261    23.1217    23.1607
2022-10-19  08:30:00    23.0186    23.1865    23.0846    23.0841    23.0229    23.0969    23.0394    23.1340    23.1806
2022-10-19  09:30:00    23.0413    23.1945    23.1061    23.1042    23.0424    23.1029    23.0566    23.1507    23.2005
2022-10-19  10:30:00    23.1073    23.2045    23.1596    23.1478    23.0851    23.1248    23.0917    23.1816    23.1845
2022-10-19  11:30:00    23.3181    23.2682    23.2346    23.2125    23.1424    23.1905    23.1352    23.2117    23.1447
2022-10-19  12:30:00    23.6137    23.3976    23.3313    23.2894    23.2120    23.2244    23.1679    23.2424    23.1845
2022-10-19  13:30:00    23.8342    23.5449    23.4235    23.3625    23.2764    23.2721    23.2169    23.2809    23.1845
2022-10-19  14:30:00    23.8015    23.6763    23.5878    23.4164    23.3070    23.3498    23.2230    23.2998    23.2084
2022-10-19  15:30:00    23.8309    23.7738    23.7689    23.5139    23.3634    23.4075    23.2370    23.3162    23.2502
2022-10-19  16:30:00    23.7325    23.8017    23.7727    23.6491    23.4015    23.4334    23.2320    23.3181    23.3040
2022-10-19  17:30:00    23.6296    23.7698    23.6828    23.6496    23.5090    23.4812    23.2288    23.3078    23.2801
2022-10-19  18:30:00    23.5636    23.7141    23.6224    23.6141    23.5274    23.5011    23.2165    23.2938    23.2781
2022-10-19  19:30:00    23.5191    23.6643    23.5796    23.5770    23.5090    23.5150    23.2157    23.2764    23.2741
2022-10-19  20:30:00    23.5019    23.6205    23.5626    23.5618    23.4994    23.5090    23.3341    23.2454    23.2303
2022-10-19  21:30:00    23.4814    23.6165    23.5421    23.5421    23.4817    23.5250    23.1729    23.1758    23.2005
2022-10-19  22:30:00    23.4577    23.5827    23.5198    23.5200    23.4598    23.5309    23.2402    23.1430    23.1786
2022-10-19  23:30:00    23.4316    23.5449    23.4953    23.4952    23.4350    23.5309    23.2828    23.1616    23.1388
2022-10-20  00:30:00    23.3951    23.4871    23.4569    23.4570    23.3970    23.5011    23.2663    23.1749    23.1427
2022-10-20  01:30:00    23.3586    23.4613    23.4213    23.4213    23.3613    23.4852    23.2801    23.1853    23.1507
2022-10-20  02:30:00    23.3216    23.4175    23.3841    23.3843    23.3231    23.4473    23.2042    23.2137    23.1626
2022-10-20  03:30:00    23.2993    23.3876    23.3601    23.3603    23.2989    23.4214    23.1635    23.2435    23.1885
2022-10-20  04:30:00    23.2723    23.3657    23.3339    23.3340    23.2713    23.3816    23.2130    23.2868    23.2244
2022-10-20  05:30:00    23.2408    23.3577    23.3006    23.3018    23.2407    23.3617    23.2378    23.3276    23.2363
2022-10-20  06:30:00    23.2207    23.3239    23.2819    23.2831    23.2238    23.3239    23.2492    23.3436    23.2721
2022-10-20  07:30:00    23.2073    23.2980    23.2709    23.2705    23.2101    23.3159    23.2345    23.3453    23.2940
2022-10-20  08:30:00    23.2092    23.3060    23.2732    23.2718    23.2105    23.2861    23.2274    23.3357    23.3259
2022-10-20  09:30:00    23.2278    23.3199    23.2868    23.2838    23.2217    23.2980    23.2378    23.3315    23.3956
2022-10-20  10:30:00    23.2743    23.3577    23.3167    23.3047    23.2408    23.2940    23.2502    23.3415    23.4075
2022-10-20  11:30:00    23.3941    23.3976    23.3868    23.3526    23.2771    23.3259    23.2700    23.3555    23.4294
2022-10-20  12:30:00    23.4657    23.4533    23.4393    23.4236    23.3689    23.3139    23.3031    23.3731    23.4374
2022-10-20  13:30:00    23.6234    23.5349    23.3975    23.3707    23.3567    23.3558    23.3165    23.3820    23.4533
2022-10-20  14:30:00    23.8335    23.6185    23.4862    23.4133    23.3673    23.3518    23.3369    23.3992    23.4035
2022-10-20  15:30:00    24.0396    23.6484    23.4621    23.4195    23.3956    23.3796    23.3285    23.4378    23.4254
2022-10-20  16:30:00    23.8655    23.6285    23.4347    23.4377    23.3657    23.3876    23.3237    23.4498    23.3916
2022-10-20  17:30:00    23.7109    23.6444    23.4256    23.4388    23.3456    23.4035    23.3152    23.4533    23.4175
2022-10-20  18:30:00    23.5778    23.5927    23.4178    23.4151    23.3313    23.4055    23.3229    23.4511    23.4214
2022-10-20  19:30:00    23.4715    23.5309    23.4189    23.4041    23.3260    23.4414    23.3233    23.4522    23.4354
2022-10-20  20:30:00    23.4096    23.4991    23.4251    23.4021    23.3285    23.4374    23.3181    23.4452    23.4055
2022-10-20  21:30:00    23.3715    23.4792    23.4370    23.4072    23.3309    23.4453    23.3111    23.4153    23.4553
2022-10-20  22:30:00    23.3428    23.4473    23.4110    23.3979    23.3254    23.4473    23.2868    23.4327    23.4334
2022-10-20  23:30:00    23.3370    23.4075    23.4016    23.3859    23.3153    23.4214    23.2743    23.4471    23.4254
2022-10-21  00:30:00    23.3238    23.3816    23.3943    23.3929    23.3111    23.4075    23.2530    23.4244    23.4354
2022-10-21  01:30:00    23.3058    23.3498    23.3715    23.3733    23.3053    23.4095    23.2480    23.3820    23.4513
2022-10-21  02:30:00    23.2702    23.3538    23.3332    23.3355    23.2724    23.3996    23.2613    23.3995    23.3996
2022-10-21  03:30:00    23.2364    23.3219    23.2978    23.3015    23.2447    23.3876    23.2929    23.4210    23.4055
2022-10-21  04:30:00    23.2120    23.3120    23.2792    23.2847    23.2335    23.3637    23.3299    23.4337    23.4254
2022-10-21  05:30:00    23.1982    23.2960    23.2650    23.2700    23.2183    23.3159    23.3448    23.4431    23.3876
2022-10-21  06:30:00    23.1962    23.2721    23.2575    23.2581    23.1976    23.3139    23.2897    23.4494    23.4075
2022-10-21  07:30:00    23.1726    23.2701    23.2336    23.2353    23.1755    23.3020    23.2054    23.4491    23.4533
2022-10-21  08:30:00    23.1713    23.2741    23.2355    23.2338    23.1730    23.3060    23.1942    23.3960    23.4573
2022-10-21  09:30:00    23.1983    23.3100    23.2625    23.2552    23.1944    23.3080    23.2065    23.3179    23.4274
2022-10-21  10:30:00    23.2599    23.3398    23.3140    23.2960    23.2224    23.3339    23.2135    23.3242    23.4712
2022-10-21  11:30:00    23.3079    23.3996    23.3665    23.3516    23.2809    23.3478    23.2242    23.3270    23.4812
2022-10-21  12:30:00    23.3759    23.4473    23.4375    23.4257    23.3563    23.3896    23.3146    23.3491    23.4772
2022-10-21  13:30:00    23.4061    23.5011    23.4697    23.4601    23.3926    23.4274    23.3510    23.4443    23.4792
2022-10-21  14:30:00    23.4984    23.5449    23.5630    23.5529    23.4825    23.4792    23.4310    23.4806    23.5051
2022-10-21  15:30:00    23.4613    23.5688    23.5273    23.5241    23.4626    23.5290    23.4619    23.5280    23.5031
2022-10-21  16:30:00    23.4496    23.5588    23.5152    23.5119    23.4511    23.5469    23.4592    23.5359    23.4852
2022-10-21  17:30:00    23.4327    23.5568    23.4960    23.4955    23.4360    23.5369    23.4506    23.5304    23.4832
2022-10-21  18:30:00    23.4023    23.5429    23.4702    23.4714    23.4113    23.5170    23.4323    23.5251    23.4891
2022-10-21  19:30:00    23.3784    23.4891    23.4433    23.4434    23.3841    23.4911    23.4045    23.5217    23.5290
2022-10-21  20:30:00    23.3482    23.4613    23.4129    23.4137    23.3537    23.4852    23.3747    23.5179    23.5170
2022-10-21  21:30:00    23.3199    23.4155    23.3827    23.3828    23.3228    23.4533    23.3444    23.5025    23.5270
2022-10-21  22:30:00    23.3032    23.3796    23.3627    23.3625    23.3026    23.4035    23.3278    23.4834    23.4971
2022-10-21  23:30:00    23.2832    23.3458    23.3464    23.3462    23.2867    23.3976    23.3091    23.4606    23.4593
2022-10-22  00:30:00    23.2689    23.3339    23.3310    23.3316    23.2718    23.3956    23.2934    23.4085    23.4015
2022-10-22  01:30:00    23.2671    23.3080    23.3299    23.3314    23.2716    23.3478    23.2903    23.3876    23.3816
2022-10-22  02:30:00    23.2720    23.3219    23.3329    23.3327    23.2717    23.3378    23.2901    23.3857    23.3498
2022-10-22  03:30:00    23.2631    23.3279    23.3255    23.3269    23.2668    23.3518    23.2876    23.3830    23.3836
2022-10-22  04:30:00    23.2464    23.3358    23.3089    23.3096    23.2492    23.3120    23.2669    23.3615    23.3319
2022-10-22  05:30:00    23.2197    23.3438    23.2815    23.2831    23.2229    23.2920    23.2432    23.3402    23.2841
2022-10-22  06:30:00    23.2047    23.3637    23.2649    23.2655    23.2051    23.2801    23.2253    23.3213    23.2682
2022-10-22  07:30:00    23.1980    23.3777    23.2589    23.2588    23.1973    23.2642    23.2166    23.3125    23.2881
2022-10-22  08:30:00    23.1902    23.3697    23.2545    23.2521    23.1904    23.2622    23.2079    23.3030    23.2323
2022-10-22  09:30:00    23.1843    23.3637    23.2494    23.2467    23.1865    23.2841    23.2029    23.2992    23.2562
2022-10-22  10:30:00    23.2031    23.3558    23.2699    23.2631    23.2022    23.3120    23.2166    23.3100    23.2701
2022-10-22  11:30:00    23.2805    23.3717    23.3115    23.2948    23.2286    23.3339    23.2362    23.3293    23.3120
2022-10-22  12:30:00    23.4668    23.4414    23.3679    23.3296    23.2578    23.3657    23.2559    23.3470    23.3219
2022-10-22  13:30:00    23.5928    23.4871    23.4267    23.3706    23.2900    23.3777    23.2757    23.3655    23.3418
2022-10-22  14:30:00    23.5384    23.5309    23.5305    23.4152    23.3041    23.3936    23.2839    23.3765    23.3697
2022-10-22  15:30:00    23.4947    23.5927    23.5529    23.5098    23.3538    23.3836    23.2943    23.3884    23.3976
2022-10-22  16:30:00    23.4548    23.5947    23.5177    23.5049    23.4050    23.4374    23.3192    23.3987    23.3777
2022-10-22  17:30:00    23.4280    23.5170    23.4877    23.4851    23.4223    23.4672    23.4141    23.4596    23.3617
2022-10-22  18:30:00    23.3966    23.4951    23.4545    23.4560    23.3963    23.4951    23.4119    23.4976    23.3876
2022-10-22  19:30:00    23.3691    23.4752    23.4287    23.4288    23.3691    23.4891    23.3887    23.4832    23.3836
2022-10-22  20:30:00    23.3653    23.4374    23.4279    23.4275    23.3670    23.4951    23.3809    23.4724    23.3916
2022-10-22  21:30:00    23.3639    23.4354    23.4258    23.4259    23.3670    23.4473    23.3739    23.4580    23.3856
2022-10-22  22:30:00    23.3428    23.4354    23.4044    23.4049    23.3455    23.3836    23.3612    23.4465    23.4075
2022-10-22  23:30:00    23.3132    23.4354    23.3797    23.3806    23.3209    23.3597    23.3430    23.4375    23.3737
2022-10-23  00:30:00    23.2919    23.4135    23.3588    23.3599    23.2998    23.3558    23.3185    23.4142    23.3339
2022-10-23  01:30:00    23.2839    23.4214    23.3451    23.3447    23.2834    23.3538    23.3022    23.3972    23.3259
2022-10-23  02:30:00    23.2659    23.4075    23.3292    23.3288    23.2691    23.3518    23.2872    23.3825    23.2940
2022-10-23  03:30:00    23.2555    23.3936    23.3139    23.3146    23.2539    23.3856    23.2724    23.3677    23.2323
2022-10-23  04:30:00    23.2358    23.3538    23.2959    23.2966    23.2363    23.3757    23.2574    23.3539    23.2542
2022-10-23  05:30:00    23.2191    23.3339    23.2828    23.2851    23.2249    23.3498    23.2429    23.3369    23.2562
2022-10-23  06:30:00    23.1939    23.2980    23.2557    23.2568    23.1965    23.3159    23.2159    23.3132    23.2423
2022-10-23  07:30:00    23.1706    23.2741    23.2344    23.2367    23.1766    23.3100    23.1968    23.2924    23.2542
2022-10-23  08:30:00    23.1551    23.2642    23.2188    23.2204    23.1599    23.2920    23.1772    23.2739    23.2841
2022-10-23  09:30:00    23.1625    23.2821    23.2271    23.2233    23.1662    23.2801    23.1796    23.2778    23.2383
2022-10-23  10:30:00    23.2442    23.3538    23.2849    23.2634    23.2044    23.3179    23.2095    23.3012    23.2622
2022-10-23  11:30:00    23.4977    23.4155    23.3995    23.3436    23.2748    23.3856    23.2463    23.3310    23.2821
2022-10-23  12:30:00    23.7948    23.5668    23.5139    23.4222    23.3405    23.4234    23.2917    23.3600    23.3080
2022-10-23  13:30:00    24.0373    23.7101    23.6409    23.5061    23.4054    23.5011    23.3126    23.3880    23.3000
2022-10-23  14:30:00    23.7832    23.8196    23.8423    23.7518    23.5750    23.6106    23.3269    23.4143    23.3677
2022-10-23  15:30:00    23.7000    23.8415    23.7701    23.7448    23.6604    23.6822    23.4226    23.4440    23.3976
2022-10-23  16:30:00    23.6562    23.8554    23.7245    23.7163    23.6512    23.7022    23.6006    23.4762    23.4115
2022-10-23  17:30:00    23.6131    23.7619    23.6781    23.6765    23.6153    23.7201    23.6082    23.6115    23.4553
2022-10-23  18:30:00    23.5584    23.6822    23.6193    23.6196    23.5603    23.6862    23.5771    23.6539    23.5130
2022-10-23  19:30:00    23.5132    23.6365    23.5726    23.5733    23.5142    23.6305    23.5334    23.6224    23.5210
2022-10-23  20:30:00    23.4757    23.5927    23.5381    23.5387    23.4787    23.5528    23.4980    23.5907    23.5568
2022-10-23  21:30:00    23.4619    23.5608    23.5210    23.5204    23.4604    23.5090    23.4801    23.5746    23.5947
